Name,County,geoid,Population,Median Age,Household Income,Per Capita Income,Unemployment Count,Poverty Count,Poverty_Rate,State,abbr,Unemployment Rate,Unemployment_Rate
"Kootenai County, Idaho",Kootenai County,16055,150128,39.7,53189,28275,4421,18668,12.43472237,Idaho,ID,0.029448204,2.94482042
"Lewis County, Idaho",Lewis County,16061,3824,48.1,40313,23285,96,575,15.03661088,Idaho,ID,0.025104603,2.510460251
"Minidoka County, Idaho",Minidoka County,16067,20448,35.4,48021,21887,376,3623,17.71811424,Idaho,ID,0.018388106,1.838810642
"Twin Falls County, Idaho",Twin Falls County,16083,82248,34.6,49118,22723,1738,11651,14.165694,Idaho,ID,0.021131213,2.113121292
"Owyhee County, Idaho",Owyhee County,16073,11384,38.6,36092,19909,312,2622,23.03232607,Idaho,ID,0.027406887,2.740688686
"Blaine County, Idaho",Blaine County,16013,21583,42.8,58835,32736,455,3180,14.73381828,Idaho,ID,0.021081407,2.108140666
"Boise County, Idaho",Boise County,16015,6968,53.2,49964,29648,177,782,11.22273249,Idaho,ID,0.025401837,2.540183697
"Boundary County, Idaho",Boundary County,16021,11323,43.7,39512,24606,158,2040,18.01642674,Idaho,ID,0.013953899,1.395389914
"Butte County, Idaho",Butte County,16023,2613,46.4,43207,26227,70,416,15.92039801,Idaho,ID,0.026789131,2.678913127
"Caribou County, Idaho",Caribou County,16029,6862,36.9,58750,25669,81,633,9.224715826,Idaho,ID,0.011804139,1.180413874
"Gooding County, Idaho",Gooding County,16047,15110,37.3,42626,20821,401,2392,15.83057578,Idaho,ID,0.026538716,2.653871608
"Ada County, Idaho",Ada County,16001,435117,36.4,60151,31642,9643,50474,11.60009836,Idaho,ID,0.022161855,2.216185532
"Bannock County, Idaho",Bannock County,16005,84113,33.2,47390,23872,2503,14445,17.17332636,Idaho,ID,0.029757588,2.975758801
"Bear Lake County, Idaho",Bear Lake County,16007,5942,39.3,50603,24411,97,853,14.35543588,Idaho,ID,0.01632447,1.632446988
"Bingham County, Idaho",Bingham County,16011,45369,33.3,51307,20720,1065,5905,13.01549516,Idaho,ID,0.023474178,2.34741784
"Bonneville County, Idaho",Bonneville County,16019,110404,32.6,54150,25706,1910,12919,11.70156878,Idaho,ID,0.017300098,1.730009782
"Camas County, Idaho",Camas County,16025,886,47,36667,29193,18,198,22.3476298,Idaho,ID,0.020316027,2.031602709
"Canyon County, Idaho",Canyon County,16027,207027,33.2,46426,19765,6934,34812,16.81519802,Idaho,ID,0.033493216,3.349321586
"Clearwater County, Idaho",Clearwater County,16035,8533,50.3,41122,22169,184,1048,12.28172976,Idaho,ID,0.021563342,2.156334232
"Jefferson County, Idaho",Jefferson County,16051,27410,31.3,58055,21519,574,2596,9.470995987,Idaho,ID,0.020941262,2.094126231
"Latah County, Idaho",Latah County,16057,38697,28.3,43310,24166,1493,7980,20.62175362,Idaho,ID,0.038581802,3.858180221
"Custer County, Idaho",Custer County,16037,4141,53.4,37976,23290,84,773,18.66698865,Idaho,ID,0.020284955,2.028495532
"Lemhi County, Idaho",Lemhi County,16059,7755,52.9,36031,22489,144,1306,16.8407479,Idaho,ID,0.018568665,1.856866538
"Payette County, Idaho",Payette County,16075,22839,38.8,48447,23361,629,3468,15.18455274,Idaho,ID,0.02754061,2.754061036
"Benewah County, Idaho",Benewah County,16009,9050,46.5,43472,23120,367,1418,15.66850829,Idaho,ID,0.040552486,4.055248619
"Bonner County, Idaho",Bonner County,16017,41855,47.7,45607,25909,790,5752,13.74268307,Idaho,ID,0.018874686,1.887468642
"Clark County, Idaho",Clark County,16033,1055,29.7,31927,15283,23,255,24.17061611,Idaho,ID,0.021800948,2.180094787
"Elmore County, Idaho",Elmore County,16039,26232,31.4,45154,23029,766,3783,14.42131747,Idaho,ID,0.029200976,2.920097591
"Fremont County, Idaho",Fremont County,16043,12889,36.7,51806,21611,322,1458,11.31197145,Idaho,ID,0.024982543,2.498254325
"Madison County, Idaho",Madison County,16065,38241,23.5,33620,15257,1720,11974,31.31194268,Idaho,ID,0.044977903,4.49779033
"Shoshone County, Idaho",Shoshone County,16079,12490,47.2,39835,23834,487,2140,17.13370697,Idaho,ID,0.038991193,3.899119295
"Idaho County, Idaho",Idaho County,16049,16275,49.5,40299,20741,359,2105,12.93394777,Idaho,ID,0.022058372,2.205837174
"Teton County, Idaho",Teton County,16081,10776,36.4,55986,28004,373,888,8.240534521,Idaho,ID,0.034613957,3.461395694
"Power County, Idaho",Power County,16077,7667,34.8,47602,21513,340,879,11.46471893,Idaho,ID,0.044345898,4.4345898
"Washington County, Idaho",Washington County,16087,9996,46.1,37521,20435,378,1549,15.49619848,Idaho,ID,0.037815126,3.781512605
"Hancock County, Illinois",Hancock County,17067,18264,46,51460,26118,582,2029,11.10928603,Illinois,IL,0.031865966,3.186596583
"Madison County, Illinois",Madison County,17119,266153,40,56536,30278,10014,35099,13.18752747,Illinois,IL,0.037624975,3.762497511
"Grundy County, Illinois",Grundy County,17063,50333,37.5,71598,31914,1529,4669,9.276220372,Illinois,IL,0.030377685,3.037768462
"Kankakee County, Illinois",Kankakee County,17091,110801,37.7,56542,26150,4028,16059,14.4935515,Illinois,IL,0.036353463,3.635346251
"Mercer County, Illinois",Mercer County,17131,15794,44.8,55649,27844,511,1765,11.1751298,Illinois,IL,0.032354059,3.23540585
"DuPage County, Illinois",DuPage County,17043,931826,39.1,84442,42050,26614,62247,6.680109806,Illinois,IL,0.028561126,2.856112622
"Sangamon County, Illinois",Sangamon County,17167,198134,40.1,58687,33277,7022,30348,15.31690674,Illinois,IL,0.035440661,3.544066137
"Alexander County, Illinois",Alexander County,17003,6776,42.3,31014,18564,194,2212,32.6446281,Illinois,IL,0.02863046,2.863046045
"Menard County, Illinois",Menard County,17129,12416,42.3,62368,32839,294,1386,11.16301546,Illinois,IL,0.023679124,2.367912371
"Randolph County, Illinois",Randolph County,17157,32829,41.5,49717,24716,614,3531,10.75573426,Illinois,IL,0.018702976,1.870297603
"Morgan County, Illinois",Morgan County,17137,34442,41.2,49353,26253,1023,4611,13.38772429,Illinois,IL,0.029702108,2.970210789
"Cook County, Illinois",Cook County,17031,5238541,36.4,59426,33722,240605,821572,15.68322172,Illinois,IL,0.045929773,4.592977319
"Ogle County, Illinois",Ogle County,17141,51619,41.9,57655,29239,1731,5657,10.95914295,Illinois,IL,0.033534164,3.353416378
"Macon County, Illinois",Macon County,17115,107587,41,49052,28280,4855,17246,16.02981773,Illinois,IL,0.04512627,4.51262699
"Stephenson County, Illinois",Stephenson County,17177,45839,44.7,46427,25792,1859,7254,15.82495255,Illinois,IL,0.040554986,4.055498593
"Wayne County, Illinois",Wayne County,17191,16569,43.4,46405,25046,367,2594,15.65574265,Illinois,IL,0.022149798,2.214979782
"White County, Illinois",White County,17193,14186,43.8,46279,26522,534,1911,13.47102777,Illinois,IL,0.037642746,3.764274637
"Woodford County, Illinois",Woodford County,17203,38942,39.9,69507,34198,923,2793,7.172204817,Illinois,IL,0.023701916,2.370191567
"Franklin County, Illinois",Franklin County,17055,39302,42.3,39454,22346,1512,7635,19.42649229,Illinois,IL,0.038471325,3.847132461
"Henderson County, Illinois",Henderson County,17071,6927,49.2,47428,27949,213,774,11.17366825,Illinois,IL,0.030749242,3.07492421
"McDonough County, Illinois",McDonough County,17109,31597,31.3,42911,22527,1301,6212,19.66009431,Illinois,IL,0.041174795,4.117479508
"McHenry County, Illinois",McHenry County,17111,308043,39.9,82230,36208,9220,22339,7.251909636,Illinois,IL,0.029930886,2.993088627
"McLean County, Illinois",McLean County,17113,173231,32.7,64573,32943,3703,24110,13.91783226,Illinois,IL,0.021376082,2.137608165
"Moultrie County, Illinois",Moultrie County,17139,14711,39.9,53979,26166,213,1740,11.8278839,Illinois,IL,0.014478961,1.447896132
"Perry County, Illinois",Perry County,17145,21467,41.8,45864,23929,593,2766,12.88489309,Illinois,IL,0.027623795,2.762379466
"Pike County, Illinois",Pike County,17149,15930,42.4,41387,23218,498,2281,14.31889517,Illinois,IL,0.03126177,3.126177024
"Pope County, Illinois",Pope County,17151,4360,52.2,41139,22191,133,531,12.17889908,Illinois,IL,0.030504587,3.050458716
"Rock Island County, Illinois",Rock Island County,17161,146205,40,51426,27822,5259,20597,14.0877535,Illinois,IL,0.035970042,3.597004206
"St. Clair County, Illinois",St. Clair County,17163,264433,38,51103,28643,9980,44376,16.7815666,Illinois,IL,0.037741129,3.774112913
"Shelby County, Illinois",Shelby County,17173,21906,44.6,49807,24808,479,2630,12.00584315,Illinois,IL,0.021866155,2.186615539
"Wabash County, Illinois",Wabash County,17185,11568,42.8,49716,25105,436,1498,12.94951591,Illinois,IL,0.03769018,3.769017981
"Champaign County, Illinois",Champaign County,17019,207946,29.7,49586,28463,5682,41088,19.75897589,Illinois,IL,0.027324402,2.732440153
"Calhoun County, Illinois",Calhoun County,17013,4897,46.5,53641,25660,83,601,12.27282009,Illinois,IL,0.016949153,1.694915254
"Cumberland County, Illinois",Cumberland County,17035,10899,41.9,50680,24956,272,1533,14.0655106,Illinois,IL,0.024956418,2.495641802
"Ford County, Illinois",Ford County,17053,13470,43.2,50851,26611,437,2044,15.17446177,Illinois,IL,0.032442465,3.244246474
"Jo Daviess County, Illinois",Jo Daviess County,17085,22046,49.4,55532,32401,497,1658,7.520638665,Illinois,IL,0.022543772,2.254377211
"Kane County, Illinois",Kane County,17089,529402,36.6,74862,33486,17375,54558,10.30559008,Illinois,IL,0.03282005,3.282004979
"Kendall County, Illinois",Kendall County,17093,122933,34.5,89860,33369,3314,6889,5.60386552,Illinois,IL,0.026957774,2.695777375
"Lawrence County, Illinois",Lawrence County,17101,16457,41.2,44504,21072,363,2286,13.89074558,Illinois,IL,0.022057483,2.205748314
"Brown County, Illinois",Brown County,17009,6791,38.7,56289,21906,119,557,8.202032101,Illinois,IL,0.017523192,1.752319246
"Marion County, Illinois",Marion County,17121,38305,41.8,44679,24112,1612,6659,17.3841535,Illinois,IL,0.042083279,4.208327895
"Marshall County, Illinois",Marshall County,17123,11925,46.3,55173,29025,366,1194,10.01257862,Illinois,IL,0.030691824,3.06918239
"Mason County, Illinois",Mason County,17125,13904,45.5,44695,25952,537,1897,13.64355581,Illinois,IL,0.038621979,3.862197929
"Iroquois County, Illinois",Iroquois County,17075,28457,44.3,48857,26480,923,4316,15.1667428,Illinois,IL,0.032434902,3.243490178
"Christian County, Illinois",Christian County,17021,33562,42.7,50668,25614,728,4033,12.01656635,Illinois,IL,0.021691198,2.169119838
"Clay County, Illinois",Clay County,17025,13393,44,47427,25700,334,1842,13.7534533,Illinois,IL,0.024938401,2.493840066
"Gallatin County, Illinois",Gallatin County,17059,5226,44.8,42450,24538,180,862,16.49445082,Illinois,IL,0.034443169,3.444316877
"Jackson County, Illinois",Jackson County,17077,59115,31.1,36008,23455,2358,15300,25.8817559,Illinois,IL,0.039888353,3.988835321
"Monroe County, Illinois",Monroe County,17133,33739,42.3,74410,37043,818,1781,5.278757521,Illinois,IL,0.024244939,2.424493909
"Peoria County, Illinois",Peoria County,17143,186145,37,53063,29683,7622,28747,15.44333718,Illinois,IL,0.040946574,4.094657391
"Union County, Illinois",Union County,17181,17267,43.5,46716,24646,409,2870,16.62130075,Illinois,IL,0.023686801,2.368680141
"Winnebago County, Illinois",Winnebago County,17201,287512,39.6,51110,27297,14724,43159,15.01119953,Illinois,IL,0.051211776,5.121177551
"Piatt County, Illinois",Piatt County,17147,16433,43,67360,33672,409,888,5.403760725,Illinois,IL,0.024888943,2.488894298
"Pulaski County, Illinois",Pulaski County,17153,5691,43.3,34655,20195,230,966,16.97416974,Illinois,IL,0.04041469,4.041468986
"Schuyler County, Illinois",Schuyler County,17169,7181,46.6,47321,23670,216,1511,21.04163765,Illinois,IL,0.030079376,3.007937613
"Stark County, Illinois",Stark County,17175,5551,45,52284,30009,129,763,13.74527112,Illinois,IL,0.023239056,2.323905603
"Edgar County, Illinois",Edgar County,17045,17603,44.5,47873,26344,647,2655,15.08265637,Illinois,IL,0.036755099,3.675509856
"Bond County, Illinois",Bond County,17005,17034,40.4,54393,24473,402,2399,14.08359751,Illinois,IL,0.023599859,2.359985911
"Boone County, Illinois",Boone County,17007,53638,38.3,62701,29029,2194,5617,10.47205339,Illinois,IL,0.040903837,4.090383683
"Bureau County, Illinois",Bureau County,17011,33619,43.7,54271,28332,990,4175,12.41857283,Illinois,IL,0.029447634,2.944763378
"Carroll County, Illinois",Carroll County,17015,14704,47.4,50555,27605,419,1634,11.11262242,Illinois,IL,0.028495647,2.849564744
"Coles County, Illinois",Coles County,17029,52540,34.3,41907,26060,1935,10212,19.43661972,Illinois,IL,0.036829083,3.68290826
"Crawford County, Illinois",Crawford County,17033,19214,42.5,47468,25955,539,2056,10.70053086,Illinois,IL,0.028052462,2.805246175
"Jersey County, Illinois",Jersey County,17083,22215,42.5,56320,27528,694,2009,9.043439118,Illinois,IL,0.031240153,3.124015305
"Putnam County, Illinois",Putnam County,17155,5771,47.5,64741,33697,165,507,8.78530584,Illinois,IL,0.028591232,2.859123202
"De Witt County, Illinois",De Witt County,17039,16176,42.8,55411,27866,575,2108,13.03165183,Illinois,IL,0.035546489,3.554648863
"Fayette County, Illinois",Fayette County,17051,21980,41.4,44541,21844,708,3564,16.21474067,Illinois,IL,0.032211101,3.2211101
"Lee County, Illinois",Lee County,17103,34670,42.7,58319,28179,964,3699,10.66916643,Illinois,IL,0.027805019,2.780501875
"Logan County, Illinois",Logan County,17107,29488,40.6,58271,26479,744,2327,7.891345632,Illinois,IL,0.025230602,2.523060228
"Macoupin County, Illinois",Macoupin County,17117,45960,43.1,53890,27255,1876,5962,12.9721497,Illinois,IL,0.040818103,4.08181027
"Richland County, Illinois",Richland County,17159,15953,42.3,46454,25262,490,2348,14.71823481,Illinois,IL,0.030715226,3.071522598
"Saline County, Illinois",Saline County,17165,24430,42,40722,22725,1241,4920,20.13917315,Illinois,IL,0.050798199,5.079819894
"Washington County, Illinois",Washington County,17189,14260,43,54520,29687,331,1364,9.565217391,Illinois,IL,0.023211781,2.321178121
"Montgomery County, Illinois",Montgomery County,17135,29173,42.4,47807,23172,663,3916,13.42337093,Illinois,IL,0.022726494,2.272649368
"Whiteside County, Illinois",Whiteside County,17195,56823,42.9,51969,28188,1707,6207,10.9233937,Illinois,IL,0.030040653,3.004065255
"Adams County, Illinois",Adams County,17001,66787,41.5,48454,27256,1874,8513,12.74649258,Illinois,IL,0.028059353,2.805935287
"Clinton County, Illinois",Clinton County,17027,37640,40.4,64543,30382,756,3200,8.501594049,Illinois,IL,0.020085016,2.008501594
"DeKalb County, Illinois",DeKalb County,17037,104473,30.7,58343,26511,4959,17944,17.17572961,Illinois,IL,0.04746681,4.746680961
"Edwards County, Illinois",Edwards County,17047,6570,43.6,49632,26549,204,746,11.35464231,Illinois,IL,0.031050228,3.105022831
"Jasper County, Illinois",Jasper County,17079,9608,43,56523,25806,210,1167,12.14612823,Illinois,IL,0.021856786,2.185678601
"Jefferson County, Illinois",Jefferson County,17081,38358,40.9,46109,24617,1482,6733,17.55305282,Illinois,IL,0.038636008,3.863600813
"Vermilion County, Illinois",Vermilion County,17183,79207,40.2,44930,23416,2882,15043,18.99200828,Illinois,IL,0.036385673,3.638567298
"Will County, Illinois",Will County,17197,687727,37.3,80782,33731,21961,50149,7.291992317,Illinois,IL,0.031932729,3.193272912
"Williamson County, Illinois",Williamson County,17199,67477,40.9,48600,26023,2117,9906,14.68055782,Illinois,IL,0.031373653,3.137365324
"Clark County, Illinois",Clark County,17023,15924,43,52068,28495,531,2232,14.01657875,Illinois,IL,0.033345893,3.334589299
"Douglas County, Illinois",Douglas County,17041,19830,37.9,52261,26284,518,2379,11.99697428,Illinois,IL,0.026122037,2.612203732
"Effingham County, Illinois",Effingham County,17049,34164,39.1,54655,29300,796,3798,11.11696523,Illinois,IL,0.023299379,2.329937946
"Fulton County, Illinois",Fulton County,17057,35733,42.5,48599,24269,1245,5146,14.40125374,Illinois,IL,0.034841743,3.484174293
"Greene County, Illinois",Greene County,17061,13311,42.7,44502,22836,423,2306,17.32401773,Illinois,IL,0.031778229,3.177822853
"Hamilton County, Illinois",Hamilton County,17065,8259,43.6,47293,25945,155,1134,13.73047584,Illinois,IL,0.018767405,1.876740525
"Hardin County, Illinois",Hardin County,17069,4161,46.8,39524,20025,372,676,16.24609469,Illinois,IL,0.089401586,8.940158616
"Henry County, Illinois",Henry County,17073,49649,42.7,55755,28443,1228,6109,12.30437672,Illinois,IL,0.02473363,2.473363008
"Johnson County, Illinois",Johnson County,17087,12899,42.5,45743,20726,339,1472,11.41173734,Illinois,IL,0.026281107,2.628110706
"Knox County, Illinois",Knox County,17095,51374,42.2,41972,23676,1446,8541,16.62514112,Illinois,IL,0.028146533,2.814653327
"Lake County, Illinois",Lake County,17097,704476,38,82613,42388,23235,58251,8.268699005,Illinois,IL,0.032981961,3.298196106
"Livingston County, Illinois",Livingston County,17105,36812,41.6,54339,27318,945,4565,12.40084755,Illinois,IL,0.025670977,2.567097686
"Massac County, Illinois",Massac County,17127,14594,43.8,42168,23434,475,2635,18.05536522,Illinois,IL,0.032547622,3.254762231
"Scott County, Illinois",Scott County,17171,5109,43.7,48542,26918,227,738,14.44509689,Illinois,IL,0.044431396,4.443139558
"Tazewell County, Illinois",Tazewell County,17179,134695,40.8,60874,32082,3415,10556,7.836964995,Illinois,IL,0.025353577,2.53535766
"Cass County, Illinois",Cass County,17017,12880,40.2,50156,25451,457,1666,12.93478261,Illinois,IL,0.035481366,3.548136646
"Warren County, Illinois",Warren County,17187,17429,39.1,47278,24840,581,2238,12.84066785,Illinois,IL,0.033335246,3.333524585
"Monroe County, Indiana",Monroe County,18105,144436,28.8,45689,26738,4810,31974,22.13714033,Indiana,IN,0.033301947,3.330194688
"Fountain County, Indiana",Fountain County,18045,16620,43,46669,25383,493,2047,12.31648616,Indiana,IN,0.029663057,2.966305656
"Elkhart County, Indiana",Elkhart County,18039,202924,35.4,52449,23817,5625,27452,13.52821746,Indiana,IN,0.027719737,2.771973744
"Starke County, Indiana",Starke County,18149,22966,41.7,45526,22153,795,3818,16.62457546,Indiana,IN,0.034616389,3.461638945
"Crawford County, Indiana",Crawford County,18025,10598,43.7,40067,19424,191,1851,17.46555954,Indiana,IN,0.018022268,1.802226835
"Cass County, Indiana",Cass County,18017,38248,40.5,45558,23592,1179,5170,13.51704664,Indiana,IN,0.030825141,3.082514118
"Greene County, Indiana",Greene County,18055,32431,42.8,49648,24744,944,4114,12.6853936,Indiana,IN,0.029107952,2.910795227
"Marion County, Indiana",Marion County,18097,939964,34.3,44869,26284,39246,182317,19.39616836,Indiana,IN,0.041752663,4.175266287
"Wayne County, Indiana",Wayne County,18177,66972,41.1,41813,23895,2033,11727,17.51030281,Indiana,IN,0.03035597,3.035596966
